国家,美国
1993/8/13,2.295
1993/8/14,#N/A
1993/8/15,#N/A
1993/8/16,2.357
1993/8/17,2.35
1993/8/18,2.41
1993/8/19,2.39
1993/8/20,2.46
1993/8/21,#N/A
1993/8/22,#N/A
1993/8/23,2.418
1993/8/24,2.401
1993/8/25,2.381
1993/8/26,2.428
1993/8/27,2.447
1993/8/28,#N/A
1993/8/29,#N/A
1993/8/30,2.403
1993/8/31,2.375
1993/9/1,2.366
1993/9/2,2.406
1993/9/3,2.391
1993/9/4,#N/A
1993/9/5,#N/A
1993/9/6,#N/A
1993/9/7,2.272
1993/9/8,2.283
1993/9/9,2.264
1993/9/10,2.196
1993/9/11,#N/A
1993/9/12,#N/A
1993/9/13,2.196
1993/9/14,2.157
1993/9/15,2.123
1993/9/16,2.085
1993/9/17,2.165
1993/9/18,#N/A
1993/9/19,#N/A
1993/9/20,2.193
1993/9/21,2.238
1993/9/22,2.158
1993/9/23,2.066
1993/9/24,2.257
1993/9/25,#N/A
1993/9/26,#N/A
1993/9/27,2.264
1993/9/28,2.302
1993/9/29,2.318
1993/9/30,2.291
1993/10/1,2.277
1993/10/2,#N/A
1993/10/3,#N/A
1993/10/4,2.197
1993/10/5,2.178
1993/10/6,2.173
1993/10/7,2.122
1993/10/8,2.141
1993/10/9,#N/A
1993/10/10,#N/A
1993/10/11,2.185
1993/10/12,2.151
1993/10/13,2.205
1993/10/14,2.167
1993/10/15,2.172
1993/10/16,#N/A
1993/10/17,#N/A
1993/10/18,2.131
1993/10/19,2.166
1993/10/20,2.116
1993/10/21,2.126
1993/10/22,2.155
1993/10/23,#N/A
1993/10/24,#N/A
1993/10/25,2.313
1993/10/26,2.305
1993/10/27,2.364
1993/10/28,2.385
1993/10/29,2.368
1993/10/30,#N/A
1993/10/31,#N/A
1993/11/1,2.422
1993/11/2,2.407
1993/11/3,2.441
1993/11/4,2.446
1993/11/5,2.44
1993/11/6,#N/A
1993/11/7,#N/A
1993/11/8,2.389
1993/11/9,2.38
1993/11/10,2.323
1993/11/11,2.297
1993/11/12,2.233
1993/11/13,#N/A
1993/11/14,#N/A
1993/11/15,2.262
1993/11/16,2.25
1993/11/17,2.295
1993/11/18,2.336
1993/11/19,2.385
1993/11/20,#N/A
1993/11/21,#N/A
1993/11/22,2.396
1993/11/23,2.352
1993/11/24,2.355
1993/11/25,#N/A
1993/11/26,#N/A
1993/11/27,#N/A
1993/11/28,#N/A
1993/11/29,2.275
1993/11/30,2.243
1993/12/1,2.198
1993/12/2,2.135
1993/12/3,2.153
1993/12/4,#N/A
1993/12/5,#N/A
1993/12/6,2.033
1993/12/7,2.054
1993/12/8,1.982
1993/12/9,1.916
1993/12/10,1.946
1993/12/11,#N/A
1993/12/12,#N/A
1993/12/13,1.893
1993/12/14,2.016
1993/12/15,2.013
1993/12/16,2.075
1993/12/17,2.105
1993/12/18,#N/A
1993/12/19,#N/A
1993/12/20,2.172
1993/12/21,2.002
1993/12/22,2.022
1993/12/23,1.964
1993/12/24,#N/A
1993/12/25,#N/A
1993/12/26,#N/A
1993/12/27,2.088
1993/12/28,2.075
1993/12/29,2.054
1993/12/30,1.997
1993/12/31,#N/A
1994/1/1,#N/A
1994/1/2,#N/A
1994/1/3,1.929
1994/1/4,1.964
1994/1/5,2.091
1994/1/6,2.094
1994/1/7,2.156
1994/1/8,#N/A
1994/1/9,#N/A
1994/1/10,2.157
1994/1/11,2.219
1994/1/12,2.237
1994/1/13,2.194
1994/1/14,2.268
1994/1/15,#N/A
1994/1/16,#N/A
1994/1/17,2.36
1994/1/18,2.318
1994/1/19,2.252
1994/1/20,2.25
1994/1/21,2.305
1994/1/22,#N/A
1994/1/23,#N/A
1994/1/24,2.47
1994/1/25,2.246
1994/1/26,2.359
1994/1/27,2.417
1994/1/28,2.528
1994/1/29,#N/A
1994/1/30,#N/A
1994/1/31,2.554
1994/2/1,2.639
1994/2/2,2.585
1994/2/3,2.383
1994/2/4,2.369
1994/2/5,#N/A
1994/2/6,#N/A
1994/2/7,2.347
1994/2/8,2.411
1994/2/9,2.358
1994/2/10,2.374
1994/2/11,2.356
1994/2/12,#N/A
1994/2/13,#N/A
1994/2/14,2.252
1994/2/15,2.253
1994/2/16,2.345
1994/2/17,2.385
1994/2/18,2.418
1994/2/19,#N/A
1994/2/20,#N/A
1994/2/21,#N/A
1994/2/22,2.296
1994/2/23,2.232
1994/2/24,2.248
1994/2/25,2.292
1994/2/26,#N/A
1994/2/27,#N/A
1994/2/28,2.208
1994/3/1,2.18
1994/3/2,2.171
1994/3/3,2.146
1994/3/4,2.188
1994/3/5,#N/A
1994/3/6,#N/A
1994/3/7,2.167
1994/3/8,2.196
1994/3/9,2.156
1994/3/10,2.116
1994/3/11,2.096
1994/3/12,#N/A
1994/3/13,#N/A
1994/3/14,2.05
1994/3/15,2.104
1994/3/16,2.163
1994/3/17,2.124
1994/3/18,2.103
1994/3/19,#N/A
1994/3/20,#N/A
1994/3/21,2.055
1994/3/22,2.107
1994/3/23,2.077
1994/3/24,1.981
1994/3/25,2.072
1994/3/26,#N/A
1994/3/27,#N/A
1994/3/28,2.066
1994/3/29,2.062
1994/3/30,2.058
1994/3/31,2.075
1994/4/1,#N/A
1994/4/2,#N/A
1994/4/3,#N/A
1994/4/4,2.144
1994/4/5,2.069
1994/4/6,2.097
1994/4/7,2.085
1994/4/8,2.066
1994/4/9,#N/A
1994/4/10,#N/A
1994/4/11,2.068
1994/4/12,2.089
1994/4/13,2.131
1994/4/14,2.163
1994/4/15,2.187
1994/4/16,#N/A
1994/4/17,#N/A
1994/4/18,2.156
1994/4/19,2.129
1994/4/20,2.139
1994/4/21,2.132
1994/4/22,2.076
1994/4/23,#N/A
1994/4/24,#N/A
1994/4/25,2.152
1994/4/26,2.103
1994/4/27,#N/A
1994/4/28,2.067
1994/4/29,2.067
1994/4/30,#N/A
1994/5/1,#N/A
1994/5/2,2.009
1994/5/3,2.002
1994/5/4,2.034
1994/5/5,2.044
1994/5/6,2.037
1994/5/7,#N/A
1994/5/8,#N/A
1994/5/9,1.986
1994/5/10,1.99
1994/5/11,1.95
1994/5/12,1.947
1994/5/13,1.923
1994/5/14,#N/A
1994/5/15,#N/A
1994/5/16,1.913
1994/5/17,1.949
1994/5/18,1.943
1994/5/19,1.957
1994/5/20,1.904
1994/5/21,#N/A
1994/5/22,#N/A
1994/5/23,1.851
1994/5/24,1.884
1994/5/25,1.836
1994/5/26,1.862
1994/5/27,1.842
1994/5/28,#N/A
1994/5/29,#N/A
1994/5/30,#N/A
1994/5/31,1.917
1994/6/1,1.89
1994/6/2,1.982
1994/6/3,1.965
1994/6/4,#N/A
1994/6/5,#N/A
1994/6/6,1.97
1994/6/7,2.022
1994/6/8,2.087
1994/6/9,2.047
1994/6/10,2.134
1994/6/11,#N/A
1994/6/12,#N/A
1994/6/13,2.121
1994/6/14,2.13
1994/6/15,2.172
1994/6/16,2.134
1994/6/17,2.085
1994/6/18,#N/A
1994/6/19,#N/A
1994/6/20,2.126
1994/6/21,2.078
1994/6/22,2.024
1994/6/23,1.966
1994/6/24,2.134
1994/6/25,#N/A
1994/6/26,#N/A
1994/6/27,2.136
1994/6/28,2.2
1994/6/29,2.18
1994/6/30,2.184
1994/7/1,2.216
1994/7/2,#N/A
1994/7/3,#N/A
1994/7/4,#N/A
1994/7/5,2.131
1994/7/6,2.122
1994/7/7,2.072
1994/7/8,2.023
1994/7/9,#N/A
1994/7/10,#N/A
1994/7/11,2.026
1994/7/12,2.005
1994/7/13,2
1994/7/14,1.977
1994/7/15,1.948
1994/7/16,#N/A
1994/7/17,#N/A
1994/7/18,1.945
1994/7/19,1.959
1994/7/20,1.901
1994/7/21,1.84
1994/7/22,1.789
1994/7/23,#N/A
1994/7/24,#N/A
1994/7/25,1.845
1994/7/26,1.868
1994/7/27,1.843
1994/7/28,1.861
1994/7/29,1.893
1994/7/30,#N/A
1994/7/31,#N/A
1994/8/1,1.878
1994/8/2,1.816
1994/8/3,1.742
1994/8/4,1.761
1994/8/5,1.719
1994/8/6,#N/A
1994/8/7,#N/A
1994/8/8,1.671
1994/8/9,1.703
1994/8/10,1.766
1994/8/11,1.686
1994/8/12,1.72
1994/8/13,#N/A
1994/8/14,#N/A
1994/8/15,1.753
1994/8/16,1.79
1994/8/17,1.837
1994/8/18,1.731
1994/8/19,1.674
1994/8/20,#N/A
1994/8/21,#N/A
1994/8/22,1.612
1994/8/23,1.532
1994/8/24,1.484
1994/8/25,1.62
1994/8/26,1.617
1994/8/27,#N/A
1994/8/28,#N/A
1994/8/29,1.661
1994/8/30,1.601
1994/8/31,1.586
1994/9/1,1.596
1994/9/2,1.56
1994/9/3,#N/A
1994/9/4,#N/A
1994/9/5,#N/A
1994/9/6,1.596
1994/9/7,1.631
1994/9/8,1.659
1994/9/9,1.638
1994/9/10,#N/A
1994/9/11,#N/A
1994/9/12,1.688
1994/9/13,1.675
1994/9/14,1.684
1994/9/15,1.631
1994/9/16,1.628
1994/9/17,#N/A
1994/9/18,#N/A
1994/9/19,1.633
1994/9/20,1.556
1994/9/21,1.493
1994/9/22,1.445
1994/9/23,1.406
1994/9/24,#N/A
1994/9/25,#N/A
1994/9/26,1.716
1994/9/27,1.715
1994/9/28,1.702
1994/9/29,1.707
1994/9/30,1.657
1994/10/1,#N/A
1994/10/2,#N/A
1994/10/3,1.683
1994/10/4,1.692
1994/10/5,1.664
1994/10/6,1.647
1994/10/7,1.624
1994/10/8,#N/A
1994/10/9,#N/A
1994/10/10,1.658
1994/10/11,1.664
1994/10/12,1.642
1994/10/13,1.61
1994/10/14,1.632
1994/10/15,#N/A
1994/10/16,#N/A
1994/10/17,1.653
1994/10/18,1.635
1994/10/19,1.585
1994/10/20,1.557
1994/10/21,1.597
1994/10/22,#N/A
1994/10/23,#N/A
1994/10/24,1.683
1994/10/25,1.947
1994/10/26,2.031
1994/10/27,2.008
1994/10/28,1.992
1994/10/29,#N/A
1994/10/30,#N/A
1994/10/31,1.95
1994/11/1,1.936
1994/11/2,1.869
1994/11/3,1.861
1994/11/4,1.856
1994/11/5,#N/A
1994/11/6,#N/A
1994/11/7,1.759
1994/11/8,1.754
1994/11/9,1.775
1994/11/10,1.741
1994/11/11,1.741
1994/11/12,#N/A
1994/11/13,#N/A
1994/11/14,1.703
1994/11/15,1.735
1994/11/16,1.659
1994/11/17,1.618
1994/11/18,1.685
1994/11/19,#N/A
1994/11/20,#N/A
1994/11/21,1.661
1994/11/22,1.874
1994/11/23,1.875
1994/11/24,#N/A
1994/11/25,#N/A
1994/11/26,#N/A
1994/11/27,#N/A
1994/11/28,1.871
1994/11/29,1.77
1994/11/30,1.695
1994/12/1,1.653
1994/12/2,1.635
1994/12/3,#N/A
1994/12/4,#N/A
1994/12/5,1.728
1994/12/6,1.691
1994/12/7,1.784
1994/12/8,1.847
1994/12/9,1.842
1994/12/10,#N/A
1994/12/11,#N/A
1994/12/12,1.913
1994/12/13,1.768
1994/12/14,1.714
1994/12/15,1.718
1994/12/16,1.685
1994/12/17,#N/A
1994/12/18,#N/A
1994/12/19,1.577
1994/12/20,1.573
1994/12/21,1.592
1994/12/22,1.639
1994/12/23,1.571
1994/12/24,#N/A
1994/12/25,#N/A
1994/12/26,#N/A
1994/12/27,1.694
1994/12/28,1.685
1994/12/29,1.686
1994/12/30,1.725
1994/12/31,#N/A
1995/1/1,#N/A
1995/1/2,#N/A
1995/1/3,1.683
1995/1/4,1.617
1995/1/5,1.552
1995/1/6,1.499
1995/1/7,#N/A
1995/1/8,#N/A
1995/1/9,1.454
1995/1/10,1.439
1995/1/11,1.437
1995/1/12,1.343
1995/1/13,1.323
1995/1/14,#N/A
1995/1/15,#N/A
1995/1/16,1.39
1995/1/17,1.434
1995/1/18,1.335
1995/1/19,1.359
1995/1/20,1.425
1995/1/21,#N/A
1995/1/22,#N/A
1995/1/23,1.389
1995/1/24,1.416
1995/1/25,1.361
1995/1/26,1.382
1995/1/27,1.391
1995/1/28,#N/A
1995/1/29,#N/A
1995/1/30,1.378
1995/1/31,1.354
1995/2/1,1.39
1995/2/2,1.435
1995/2/3,1.482
1995/2/4,#N/A
1995/2/5,#N/A
1995/2/6,1.538
1995/2/7,1.421
1995/2/8,1.438
1995/2/9,1.489
1995/2/10,1.47
1995/2/11,#N/A
1995/2/12,#N/A
1995/2/13,1.39
1995/2/14,1.392
1995/2/15,1.386
1995/2/16,1.399
1995/2/17,1.419
1995/2/18,#N/A
1995/2/19,#N/A
1995/2/20,#N/A
1995/2/21,1.428
1995/2/22,1.428
1995/2/23,1.46
1995/2/24,1.469
1995/2/25,#N/A
1995/2/26,#N/A
1995/2/27,1.43
1995/2/28,1.483
1995/3/1,1.483
1995/3/2,1.481
1995/3/3,1.448
1995/3/4,#N/A
1995/3/5,#N/A
1995/3/6,1.431
1995/3/7,1.432
1995/3/8,1.449
1995/3/9,1.442
1995/3/10,1.463
1995/3/11,#N/A
1995/3/12,#N/A
1995/3/13,1.456
1995/3/14,1.47
1995/3/15,1.506
1995/3/16,1.62
1995/3/17,1.566
1995/3/18,#N/A
1995/3/19,#N/A
1995/3/20,1.523
1995/3/21,1.513
1995/3/22,1.548
1995/3/23,1.566
1995/3/24,1.566
1995/3/25,#N/A
1995/3/26,#N/A
1995/3/27,1.657
1995/3/28,1.635
1995/3/29,1.659
1995/3/30,1.687
1995/3/31,1.685
1995/4/1,#N/A
1995/4/2,#N/A
1995/4/3,1.681
1995/4/4,1.694
1995/4/5,1.654
1995/4/6,1.636
1995/4/7,1.623
1995/4/8,#N/A
1995/4/9,#N/A
1995/4/10,1.597
1995/4/11,1.623
1995/4/12,1.621
1995/4/13,1.619
1995/4/14,#N/A
1995/4/15,#N/A
1995/4/16,#N/A
1995/4/17,1.656
1995/4/18,1.679
1995/4/19,1.717
1995/4/20,1.694
1995/4/21,1.672
1995/4/22,#N/A
1995/4/23,#N/A
1995/4/24,1.713
1995/4/25,1.685
1995/4/26,1.668
1995/4/27,1.652
1995/4/28,1.662
1995/4/29,#N/A
1995/4/30,#N/A
1995/5/1,1.695
1995/5/2,1.666
1995/5/3,1.666
1995/5/4,1.653
1995/5/5,1.651
1995/5/6,#N/A
1995/5/7,#N/A
1995/5/8,1.66
1995/5/9,1.681
1995/5/10,1.678
1995/5/11,1.651
1995/5/12,1.662
1995/5/13,#N/A
1995/5/14,#N/A
1995/5/15,1.73
1995/5/16,1.717
1995/5/17,1.695
1995/5/18,1.743
1995/5/19,1.741
1995/5/20,#N/A
1995/5/21,#N/A
1995/5/22,1.729
1995/5/23,1.757
1995/5/24,1.81
1995/5/25,1.775
1995/5/26,1.769
1995/5/27,#N/A
1995/5/28,#N/A
1995/5/29,#N/A
1995/5/30,1.718
1995/5/31,1.718
1995/6/1,1.735
1995/6/2,1.688
1995/6/3,#N/A
1995/6/4,#N/A
1995/6/5,1.731
1995/6/6,1.686
1995/6/7,1.693
1995/6/8,1.697
1995/6/9,1.704
1995/6/10,#N/A
1995/6/11,#N/A
1995/6/12,1.712
1995/6/13,1.708
1995/6/14,1.698
1995/6/15,1.673
1995/6/16,1.628
1995/6/17,#N/A
1995/6/18,#N/A
1995/6/19,1.62
1995/6/20,1.603
1995/6/21,1.565
1995/6/22,1.565
1995/6/23,1.532
1995/6/24,#N/A
1995/6/25,#N/A
1995/6/26,1.56
1995/6/27,1.569
1995/6/28,1.532
1995/6/29,1.52
1995/6/30,1.53
1995/7/1,#N/A
1995/7/2,#N/A
1995/7/3,#N/A
1995/7/4,#N/A
1995/7/5,1.472
1995/7/6,1.471
1995/7/7,1.5
1995/7/8,#N/A
1995/7/9,#N/A
1995/7/10,1.565
1995/7/11,1.527
1995/7/12,1.536
1995/7/13,1.487
1995/7/14,1.512
1995/7/15,#N/A
1995/7/16,#N/A
1995/7/17,1.494
1995/7/18,1.525
1995/7/19,1.495
1995/7/20,1.463
1995/7/21,1.438
1995/7/22,#N/A
1995/7/23,#N/A
1995/7/24,1.385
1995/7/25,1.432
1995/7/26,1.47
1995/7/27,1.49
1995/7/28,1.523
1995/7/29,#N/A
1995/7/30,#N/A
1995/7/31,1.614
1995/8/1,1.459
1995/8/2,1.422
1995/8/3,1.432
1995/8/4,1.456
1995/8/5,#N/A
1995/8/6,#N/A
1995/8/7,1.478
1995/8/8,1.471
1995/8/9,1.539
1995/8/10,1.504
1995/8/11,1.503
1995/8/12,#N/A
1995/8/13,#N/A
1995/8/14,1.55
1995/8/15,1.559
1995/8/16,1.527
1995/8/17,1.53
1995/8/18,1.577
1995/8/19,#N/A
1995/8/20,#N/A
1995/8/21,1.618
1995/8/22,1.567
1995/8/23,1.568
1995/8/24,1.575
1995/8/25,1.694
1995/8/26,#N/A
1995/8/27,#N/A
1995/8/28,1.656
1995/8/29,1.693
1995/8/30,1.702
1995/8/31,1.748
1995/9/1,1.74
1995/9/2,#N/A
1995/9/3,#N/A
1995/9/4,#N/A
1995/9/5,1.701
1995/9/6,1.644
1995/9/7,1.626
1995/9/8,1.642
1995/9/9,#N/A
1995/9/10,#N/A
1995/9/11,1.655
1995/9/12,1.653
1995/9/13,1.72
1995/9/14,1.651
1995/9/15,1.658
1995/9/16,#N/A
1995/9/17,#N/A
1995/9/18,1.604
1995/9/19,1.589
1995/9/20,1.596
1995/9/21,1.614
1995/9/22,1.644
1995/9/23,#N/A
1995/9/24,#N/A
1995/9/25,1.764
1995/9/26,1.763
1995/9/27,1.726
1995/9/28,1.75
1995/9/29,1.75
1995/9/30,#N/A
1995/10/1,#N/A
1995/10/2,1.894
1995/10/3,1.809
1995/10/4,1.829
1995/10/5,1.795
1995/10/6,1.802
1995/10/7,#N/A
1995/10/8,#N/A
1995/10/9,1.845
1995/10/10,1.802
1995/10/11,1.761
1995/10/12,1.735
1995/10/13,1.75
1995/10/14,#N/A
1995/10/15,#N/A
1995/10/16,1.709
1995/10/17,1.721
1995/10/18,1.727
1995/10/19,1.723
1995/10/20,1.754
1995/10/21,#N/A
1995/10/22,#N/A
1995/10/23,1.763
1995/10/24,1.772
1995/10/25,1.81
1995/10/26,1.83
1995/10/27,1.839
1995/10/28,#N/A
1995/10/29,#N/A
1995/10/30,1.85
1995/10/31,1.866
1995/11/1,1.849
1995/11/2,1.844
1995/11/3,1.833
1995/11/4,#N/A
1995/11/5,#N/A
1995/11/6,1.824
1995/11/7,1.844
1995/11/8,1.868
1995/11/9,1.856
1995/11/10,1.901
1995/11/11,#N/A
1995/11/12,#N/A
1995/11/13,1.912
1995/11/14,1.906
1995/11/15,1.919
1995/11/16,1.969
1995/11/17,2.024
1995/11/18,#N/A
1995/11/19,#N/A
1995/11/20,2.157
1995/11/21,2.241
1995/11/22,2.113
1995/11/23,#N/A
1995/11/24,#N/A
1995/11/25,#N/A
1995/11/26,#N/A
1995/11/27,2.088
1995/11/28,2.024
1995/11/29,2.031
1995/11/30,2.018
1995/12/1,2.069
1995/12/2,#N/A
1995/12/3,#N/A
1995/12/4,2.12
1995/12/5,2.225
1995/12/6,2.207
1995/12/7,2.208
1995/12/8,2.216
1995/12/9,#N/A
1995/12/10,#N/A
1995/12/11,2.193
1995/12/12,2.235
1995/12/13,2.286
1995/12/14,2.353
1995/12/15,2.364
1995/12/16,#N/A
1995/12/17,#N/A
1995/12/18,2.504
1995/12/19,2.868
1995/12/20,3.071
1995/12/21,3.448
1995/12/22,2.368
1995/12/23,#N/A
1995/12/24,#N/A
1995/12/25,#N/A
1995/12/26,2.468
1995/12/27,2.868
1995/12/28,2.509
1995/12/29,2.619
1995/12/30,#N/A
1995/12/31,#N/A
1996/1/1,#N/A
1996/1/2,2.859
1996/1/3,2.986
1996/1/4,2.964
1996/1/5,2.916
1996/1/6,#N/A
1996/1/7,#N/A
1996/1/8,2.916
1996/1/9,2.928
1996/1/10,2.809
1996/1/11,2.49
1996/1/12,2.317
1996/1/13,#N/A
1996/1/14,#N/A
1996/1/15,2.017
1996/1/16,2.074
1996/1/17,2.336
1996/1/18,2.264
1996/1/19,2.168
1996/1/20,#N/A
1996/1/21,#N/A
1996/1/22,2.125
1996/1/23,2.445
1996/1/24,2.493
1996/1/25,2.34
1996/1/26,2.126
1996/1/27,#N/A
1996/1/28,#N/A
1996/1/29,2.337
1996/1/30,2.504
1996/1/31,2.658
1996/2/1,2.499
1996/2/2,2.467
1996/2/3,#N/A
1996/2/4,#N/A
1996/2/5,2.168
1996/2/6,2.448
1996/2/7,2.513
1996/2/8,2.472
1996/2/9,2.551
1996/2/10,#N/A
1996/2/11,#N/A
1996/2/12,2.456
1996/2/13,2.662
1996/2/14,2.582
1996/2/15,2.576
1996/2/16,2.441
1996/2/17,#N/A
1996/2/18,#N/A
1996/2/19,#N/A
1996/2/20,2.321
1996/2/21,2.447
1996/2/22,2.623
1996/2/23,2.746
1996/2/24,#N/A
1996/2/25,#N/A
1996/2/26,2.338
1996/2/27,2.326
1996/2/28,2.306
1996/2/29,2.236
1996/3/1,2.156
1996/3/2,#N/A
1996/3/3,#N/A
1996/3/4,2.24
1996/3/5,2.174
1996/3/6,2.188
1996/3/7,2.128
1996/3/8,2.095
1996/3/9,#N/A
1996/3/10,#N/A
1996/3/11,2.178
1996/3/12,2.168
1996/3/13,2.24
1996/3/14,2.247
1996/3/15,2.333
1996/3/16,#N/A
1996/3/17,#N/A
1996/3/18,2.511
1996/3/19,2.523
1996/3/20,2.574
1996/3/21,2.74
1996/3/22,2.863
1996/3/23,#N/A
1996/3/24,#N/A
1996/3/25,2.779
1996/3/26,2.267
1996/3/27,2.339
1996/3/28,2.342
1996/3/29,2.336
1996/3/30,#N/A
1996/3/31,#N/A
1996/4/1,2.288
1996/4/2,2.293
1996/4/3,2.304
1996/4/4,2.335
1996/4/5,#N/A
1996/4/6,#N/A
1996/4/7,#N/A
1996/4/8,2.372
1996/4/9,2.369
1996/4/10,2.34
1996/4/11,2.329
1996/4/12,2.411
1996/4/13,#N/A
1996/4/14,#N/A
1996/4/15,2.343
1996/4/16,2.316
1996/4/17,2.339
1996/4/18,2.331
1996/4/19,2.361
1996/4/20,#N/A
1996/4/21,#N/A
1996/4/22,2.359
1996/4/23,2.28
1996/4/24,2.214
1996/4/25,2.258
1996/4/26,2.207
1996/4/27,#N/A
1996/4/28,#N/A
1996/4/29,2.223
1996/4/30,2.224
1996/5/1,2.229
1996/5/2,2.19
1996/5/3,2.131
1996/5/4,#N/A
1996/5/5,#N/A
1996/5/6,2.148
1996/5/7,2.187
1996/5/8,2.186
1996/5/9,2.21
1996/5/10,2.204
1996/5/11,#N/A
1996/5/12,#N/A
1996/5/13,2.286
1996/5/14,2.273
1996/5/15,2.299
1996/5/16,2.302
1996/5/17,2.284
1996/5/18,#N/A
1996/5/19,#N/A
1996/5/20,2.324
1996/5/21,2.295
1996/5/22,2.329
1996/5/23,2.337
1996/5/24,2.361
1996/5/25,#N/A
1996/5/26,#N/A
1996/5/27,#N/A
1996/5/28,2.418
1996/5/29,2.442
1996/5/30,2.396
1996/5/31,2.406
1996/6/1,#N/A
1996/6/2,#N/A
1996/6/3,2.406
1996/6/4,2.364
1996/6/5,2.379
1996/6/6,2.362
1996/6/7,2.395
1996/6/8,#N/A
1996/6/9,#N/A
1996/6/10,2.39
1996/6/11,2.427
1996/6/12,2.434
1996/6/13,2.494
1996/6/14,2.509
1996/6/15,#N/A
1996/6/16,#N/A
1996/6/17,2.536
1996/6/18,2.61
1996/6/19,2.631
1996/6/20,2.617
1996/6/21,2.64
1996/6/22,#N/A
1996/6/23,#N/A
1996/6/24,2.646
1996/6/25,2.667
1996/6/26,2.687
1996/6/27,2.787
1996/6/28,2.911
1996/6/29,#N/A
1996/6/30,#N/A
1996/7/1,2.76
1996/7/2,2.81
1996/7/3,2.841
1996/7/4,#N/A
1996/7/5,#N/A
1996/7/6,#N/A
1996/7/7,#N/A
1996/7/8,2.827
1996/7/9,2.739
1996/7/10,2.777
1996/7/11,2.696
1996/7/12,2.761
1996/7/13,#N/A
1996/7/14,#N/A
1996/7/15,2.765
1996/7/16,2.76
1996/7/17,2.638
1996/7/18,2.43
1996/7/19,2.359
1996/7/20,#N/A
1996/7/21,#N/A
1996/7/22,2.181
1996/7/23,2.39
1996/7/24,2.359
1996/7/25,2.322
1996/7/26,2.192
1996/7/27,#N/A
1996/7/28,#N/A
1996/7/29,2.046
1996/7/30,2.144
1996/7/31,2.163
1996/8/1,2.276
1996/8/2,2.315
1996/8/3,#N/A
1996/8/4,#N/A
1996/8/5,2.215
1996/8/6,2.124
1996/8/7,2.091
1996/8/8,2.068
1996/8/9,2.103
1996/8/10,#N/A
1996/8/11,#N/A
1996/8/12,2.074
1996/8/13,2.056
1996/8/14,2.086
1996/8/15,2.04
1996/8/16,2.14
1996/8/17,#N/A
1996/8/18,#N/A
1996/8/19,2.187
1996/8/20,2.053
1996/8/21,2.03
1996/8/22,1.921
1996/8/23,1.95
1996/8/24,#N/A
1996/8/25,#N/A
1996/8/26,1.853
1996/8/27,1.882
1996/8/28,1.865
1996/8/29,1.907
1996/8/30,1.859
1996/8/31,#N/A
1996/9/1,#N/A
1996/9/2,#N/A
1996/9/3,1.821
1996/9/4,1.764
1996/9/5,1.809
1996/9/6,1.863
1996/9/7,#N/A
1996/9/8,#N/A
1996/9/9,1.898
1996/9/10,1.791
1996/9/11,1.806
1996/9/12,1.813
1996/9/13,1.864
1996/9/14,#N/A
1996/9/15,#N/A
1996/9/16,1.973
1996/9/17,1.934
1996/9/18,1.968
1996/9/19,2.063
1996/9/20,1.965
1996/9/21,#N/A
1996/9/22,#N/A
1996/9/23,1.873
1996/9/24,1.828
1996/9/25,2.096
1996/9/26,2.137
1996/9/27,2.181
1996/9/28,#N/A
1996/9/29,#N/A
1996/9/30,2.214
1996/10/1,2.185
1996/10/2,2.18
1996/10/3,2.346
1996/10/4,2.396
1996/10/5,#N/A
1996/10/6,#N/A
1996/10/7,2.369
1996/10/8,2.438
1996/10/9,2.47
1996/10/10,2.371
1996/10/11,2.347
1996/10/12,#N/A
1996/10/13,#N/A
1996/10/14,2.3
1996/10/15,2.464
1996/10/16,2.437
1996/10/17,2.428
1996/10/18,2.4
1996/10/19,#N/A
1996/10/20,#N/A
1996/10/21,2.482
1996/10/22,2.625
1996/10/23,2.575
1996/10/24,2.485
1996/10/25,2.652
1996/10/26,#N/A
1996/10/27,#N/A
1996/10/28,2.731
1996/10/29,2.795
1996/10/30,2.864
1996/10/31,2.728
1996/11/1,2.662
1996/11/2,#N/A
1996/11/3,#N/A
1996/11/4,2.573
1996/11/5,2.674
1996/11/6,2.684
1996/11/7,2.643
1996/11/8,2.669
1996/11/9,#N/A
1996/11/10,#N/A
1996/11/11,2.733
1996/11/12,2.646
1996/11/13,2.645
1996/11/14,2.787
1996/11/15,2.908
1996/11/16,#N/A
1996/11/17,#N/A
1996/11/18,2.978
1996/11/19,3.306
1996/11/20,3.627
1996/11/21,3.901
1996/11/22,3.437
1996/11/23,#N/A
1996/11/24,#N/A
1996/11/25,3.494
1996/11/26,3.581
1996/11/27,3.497
1996/11/28,#N/A
1996/11/29,#N/A
1996/11/30,#N/A
1996/12/1,#N/A
1996/12/2,3.246
1996/12/3,3.364
1996/12/4,3.505
1996/12/5,3.784
1996/12/6,3.487
1996/12/7,#N/A
1996/12/8,#N/A
1996/12/9,3.222
1996/12/10,3.396
1996/12/11,3.493
1996/12/12,3.529
1996/12/13,3.851
1996/12/14,#N/A
1996/12/15,#N/A
1996/12/16,4.467
1996/12/17,4.17
1996/12/18,4.075
1996/12/19,4.409
1996/12/20,4.573
1996/12/21,#N/A
1996/12/22,#N/A
1996/12/23,4.192
1996/12/24,3.998
1996/12/25,#N/A
1996/12/26,3.384
1996/12/27,2.984
1996/12/28,#N/A
1996/12/29,#N/A
1996/12/30,2.677
1996/12/31,2.757
